location,lat,long,alt,year,bloom_date,bloom_doy,new_location,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,Japan_bdod_15-30cm_mean,Japan_cec_15-30cm_mean,Japan_cfvo_15-30cm_mean,Japan_clay_15-30cm_mean,Japan_nitrogen_15-30cm_mean,Japan_ocd_15-30cm_mean,Japan_ocs_0-30cm_mean,Japan_phh2o_15-30cm_mean,Japan_sand_15-30cm_mean,Japan_silt_15-30cm_mean,Japan_soc_15-30cm_mean,MeteoSwiss_bdod_15-30cm_mean,MeteoSwiss_cec_15-30cm_mean,MeteoSwiss_cfvo_15-30cm_mean,MeteoSwiss_clay_15-30cm_mean,MeteoSwiss_nitrogen_15-30cm_mean,MeteoSwiss_ocd_15-30cm_mean,MeteoSwiss_ocs_0-30cm_mean,MeteoSwiss_phh2o_15-30cm_mean,MeteoSwiss_sand_15-30cm_mean,MeteoSwiss_silt_15-30cm_mean,MeteoSwiss_soc_15-30cm_mean,South Korea_bdod_15-30cm_mean,South Korea_cec_15-30cm_mean,South Korea_cfvo_15-30cm_mean,South Korea_clay_15-30cm_mean,South Korea_nitrogen_15-30cm_mean,South Korea_ocd_15-30cm_mean,South Korea_ocs_0-30cm_mean,South Korea_phh2o_15-30cm_mean,South Korea_sand_15-30cm_mean,South Korea_silt_15-30cm_mean,South Korea_soc_15-30cm_mean
Japan/Mombetsu,44.345,143.355277777778,15.8,1961,1961-05-09,129,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1962,1962-05-12,132,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1963,1963-05-11,131,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1964,1964-05-14,135,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1965,1965-05-20,140,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1966,1966-05-20,140,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1967,1967-05-08,128,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1968,1968-05-09,130,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1969,1969-05-10,130,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1970,1970-05-11,131,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1971,1971-05-18,138,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1972,1972-05-07,128,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1973,1973-05-14,134,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1974,1974-05-17,137,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1975,1975-05-24,144,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1976,1976-05-13,134,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1977,1977-05-14,134,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1978,1978-05-11,131,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1979,1979-05-24,144,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1980,1980-05-22,143,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1981,1981-05-13,133,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1982,1982-05-16,136,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1983,1983-05-03,123,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1984,1984-05-28,149,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1985,1985-05-12,132,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1986,1986-05-08,128,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1987,1987-05-09,129,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1988,1988-05-15,136,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1989,1989-05-18,138,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1990,1990-05-07,127,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1991,1991-05-09,129,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1992,1992-05-13,134,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1993,1993-05-20,140,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1994,1994-05-12,132,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1995,1995-05-09,129,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1996,1996-05-29,150,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1997,1997-05-13,133,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1998,1998-05-01,121,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,1999,1999-05-18,138,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,2000,2000-05-26,147,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,2001,2001-05-14,134,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,2002,2002-04-30,120,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,2003,2003-05-11,131,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,2004,2004-05-13,134,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,2005,2005-05-26,146,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,2006,2006-05-18,138,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Mombetsu,44.345,143.355277777778,15.8,2007,2007-05-21,141,Japan,59,76,22,9118,225,-113,338,174,-20,174,-59,909,131,45,36,349,148,349,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1958,1958-05-15,135,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1959,1959-05-03,123,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1960,1960-05-13,134,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1961,1961-05-07,127,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1962,1962-05-08,128,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1963,1963-05-09,129,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1964,1964-05-15,136,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1965,1965-05-20,140,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1966,1966-05-19,139,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1967,1967-05-07,127,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1968,1968-05-10,131,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1969,1969-05-10,130,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1970,1970-05-15,135,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1971,1971-05-16,136,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1972,1972-05-09,130,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1973,1973-05-08,128,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1974,1974-05-15,135,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1975,1975-05-16,136,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1976,1976-05-10,131,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1977,1977-05-13,133,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1978,1978-05-13,133,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1979,1979-05-22,142,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1980,1980-05-20,141,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan/Hiroo,42.2944444444444,143.316666666667,32.4,1981,1981-05-11,131,Japan,64,87,26,8428,222,-111,333,170,-46,170,-46,1322,215,55,40,509,182,509,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
