location,lat,long,alt,year,bloom_date,bloom_doy,new_location
Japan/Mito,36.3811111111111,140.468055555556,29,1987,1987-04-05,95,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,1988,1988-04-14,105,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,1989,1989-04-03,93,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,1990,1990-03-30,89,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,1991,1991-04-10,100,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,1992,1992-04-06,97,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,1993,1993-04-14,104,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,1994,1994-04-07,97,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,1995,1995-04-11,101,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,1996,1996-04-14,105,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,1997,1997-04-02,92,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,1998,1998-04-08,98,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,1999,1999-04-05,95,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2000,2000-04-08,99,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2001,2001-04-05,95,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2002,2002-03-28,87,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2003,2003-04-09,99,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2004,2004-03-31,91,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2005,2005-04-09,99,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2006,2006-04-04,94,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2007,2007-04-02,92,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2008,2008-04-03,94,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2009,2009-04-08,98,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2010,2010-04-07,97,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2011,2011-04-12,102,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2012,2012-04-12,103,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2013,2013-04-01,91,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2014,2014-04-02,92,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2015,2015-04-04,94,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2016,2016-04-06,97,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2017,2017-04-10,100,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2018,2018-03-28,87,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2019,2019-04-05,95,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2020,2020-03-31,91,Japan
Japan/Mito,36.3811111111111,140.468055555556,29,2021,2021-03-30,89,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1953,1953-04-10,100,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1954,1954-04-05,95,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1955,1955-04-06,96,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1956,1956-04-11,102,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1957,1957-04-16,106,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1958,1958-04-08,98,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1959,1959-04-02,92,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1960,1960-04-03,94,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1961,1961-04-12,102,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1962,1962-04-10,100,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1963,1963-04-11,101,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1964,1964-04-11,102,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1965,1965-04-19,109,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1966,1966-04-05,95,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1967,1967-04-07,97,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1968,1968-04-11,102,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1969,1969-04-13,103,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1970,1970-04-17,107,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1971,1971-04-11,101,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1972,1972-04-09,100,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1973,1973-04-10,100,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1974,1974-04-12,102,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1975,1975-04-12,102,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1976,1976-04-08,99,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1977,1977-04-11,101,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1978,1978-04-15,105,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1979,1979-04-04,94,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1980,1980-04-11,102,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1981,1981-04-12,102,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1982,1982-04-05,95,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1983,1983-04-10,100,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1984,1984-04-18,109,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1985,1985-04-11,101,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1986,1986-04-14,104,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1987,1987-04-07,97,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1988,1988-04-16,107,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1989,1989-04-01,91,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1990,1990-03-30,89,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1991,1991-04-08,98,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1992,1992-04-03,94,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1993,1993-04-11,101,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1994,1994-04-08,98,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1995,1995-04-08,98,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1996,1996-04-14,105,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1997,1997-04-04,94,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1998,1998-04-04,94,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,1999,1999-04-01,91,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,2000,2000-04-12,103,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,2001,2001-04-07,97,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,2002,2002-03-31,90,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,2003,2003-04-06,96,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,2004,2004-04-03,94,Japan
Japan/Tsuruga,35.6533333333333,136.062222222222,1.6,2005,2005-04-10,100,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1953,1953-04-09,99,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1954,1954-04-05,95,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1955,1955-04-01,91,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1956,1956-04-07,98,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1957,1957-04-12,102,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1958,1958-04-08,98,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1959,1959-04-03,93,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1960,1960-04-03,94,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1961,1961-04-07,97,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1962,1962-04-12,102,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1963,1963-04-09,99,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1964,1964-04-09,100,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1965,1965-04-16,106,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1966,1966-04-06,96,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1967,1967-04-05,95,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1968,1968-04-09,100,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1969,1969-04-11,101,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1970,1970-04-15,105,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1971,1971-04-07,97,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1972,1972-04-05,96,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1973,1973-04-08,98,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1974,1974-04-10,100,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1975,1975-04-08,98,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1976,1976-04-02,93,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1977,1977-04-02,92,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1978,1978-04-11,101,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1979,1979-04-05,95,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1980,1980-04-07,98,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1981,1981-04-07,97,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1982,1982-03-30,89,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1983,1983-04-07,97,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1984,1984-04-16,107,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1985,1985-04-05,95,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1986,1986-04-07,97,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1987,1987-04-06,96,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1988,1988-04-10,101,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1989,1989-03-29,88,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1990,1990-03-27,86,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1991,1991-04-06,96,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1992,1992-03-31,91,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1993,1993-04-05,95,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1994,1994-04-05,95,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1995,1995-04-05,95,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1996,1996-04-08,99,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1997,1997-03-30,89,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1998,1998-03-31,90,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,1999,1999-04-01,91,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2000,2000-04-10,101,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2001,2001-04-06,96,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2002,2002-03-27,86,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2003,2003-03-31,90,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2004,2004-04-01,92,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2005,2005-04-08,98,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2006,2006-04-05,95,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2007,2007-04-02,92,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2008,2008-03-29,89,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2009,2009-04-01,91,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2010,2010-03-31,90,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2011,2011-04-04,94,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2012,2012-04-06,97,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2013,2013-03-29,88,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2014,2014-03-31,90,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2015,2015-03-30,89,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2016,2016-03-31,91,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2017,2017-04-04,94,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2018,2018-03-26,85,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2019,2019-04-02,92,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2020,2020-04-01,92,Japan
Japan/Gifu,35.4002777777778,136.7625,12.7,2021,2021-03-27,86,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1953,1953-04-12,102,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1953,1953-04-12,102,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1954,1954-04-04,94,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1954,1954-04-04,94,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1955,1955-04-03,93,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1955,1955-04-03,93,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1956,1956-04-09,100,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1956,1956-04-09,100,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1957,1957-04-13,103,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1957,1957-04-13,103,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1958,1958-04-07,97,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1958,1958-04-07,97,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1959,1959-03-30,89,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1959,1959-03-30,89,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1960,1960-04-04,95,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1960,1960-04-04,95,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1961,1961-04-06,96,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1961,1961-04-06,96,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1962,1962-04-12,102,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1962,1962-04-12,102,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1963,1963-04-06,96,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1963,1963-04-06,96,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1964,1964-04-07,98,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1964,1964-04-07,98,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1965,1965-04-16,106,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1965,1965-04-16,106,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1966,1966-04-03,93,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1966,1966-04-03,93,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1967,1967-04-05,95,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1967,1967-04-05,95,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1968,1968-04-05,96,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1968,1968-04-05,96,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1969,1969-04-07,97,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1969,1969-04-07,97,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1970,1970-04-12,102,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1970,1970-04-12,102,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1971,1971-04-05,95,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1971,1971-04-05,95,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1972,1972-04-02,93,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1972,1972-04-02,93,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1973,1973-04-08,98,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1973,1973-04-08,98,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1974,1974-04-08,98,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1974,1974-04-08,98,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1975,1975-04-07,97,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1975,1975-04-07,97,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1976,1976-04-01,92,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1976,1976-04-01,92,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1977,1977-04-02,92,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1977,1977-04-02,92,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1978,1978-04-11,101,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1978,1978-04-11,101,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1979,1979-04-07,97,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1979,1979-04-07,97,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1980,1980-04-06,97,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1980,1980-04-06,97,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1981,1981-04-05,95,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1981,1981-04-05,95,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1982,1982-03-31,90,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1982,1982-03-31,90,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1983,1983-04-06,96,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1983,1983-04-06,96,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1984,1984-04-15,106,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1984,1984-04-15,106,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1985,1985-04-06,96,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1985,1985-04-06,96,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1986,1986-04-06,96,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1986,1986-04-06,96,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1987,1987-04-06,96,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1987,1987-04-06,96,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1988,1988-04-10,101,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1988,1988-04-10,101,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1989,1989-03-30,89,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1989,1989-03-30,89,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1990,1990-03-27,86,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1990,1990-03-27,86,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1991,1991-04-05,95,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1991,1991-04-05,95,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1992,1992-03-31,91,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1992,1992-03-31,91,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1993,1993-04-04,94,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1993,1993-04-04,94,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1994,1994-04-05,95,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1994,1994-04-05,95,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1995,1995-04-06,96,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1995,1995-04-06,96,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1996,1996-04-06,97,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1996,1996-04-06,97,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1997,1997-03-30,89,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1997,1997-03-30,89,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1998,1998-03-30,89,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1998,1998-03-30,89,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,1999,1999-04-01,91,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,1999,1999-04-01,91,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2000,2000-04-08,99,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2000,2000-04-08,99,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2001,2001-04-03,93,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2001,2001-04-03,93,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2002,2002-03-28,87,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2002,2002-03-28,87,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2003,2003-03-31,90,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2003,2003-03-31,90,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2004,2004-04-03,94,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2004,2004-04-03,94,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2005,2005-04-08,98,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2005,2005-04-08,98,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2006,2006-04-06,96,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2006,2006-04-06,96,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2007,2007-04-02,92,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2007,2007-04-02,92,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2008,2008-03-29,89,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2008,2008-03-29,89,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2009,2009-04-03,93,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2009,2009-04-03,93,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2010,2010-04-02,92,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2010,2010-04-02,92,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2011,2011-04-06,96,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2011,2011-04-06,96,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2012,2012-04-06,97,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2012,2012-04-06,97,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2013,2013-03-28,87,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2013,2013-03-28,87,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2014,2014-03-31,90,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2014,2014-03-31,90,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2015,2015-03-30,89,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2015,2015-03-30,89,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2016,2016-03-31,91,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2016,2016-03-31,91,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2017,2017-04-06,96,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2017,2017-04-06,96,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2018,2018-03-27,86,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2018,2018-03-27,86,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2019,2019-04-04,94,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2019,2019-04-04,94,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2020,2020-04-01,92,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2020,2020-04-01,92,Japan
Japan/Nagoya,35.1677777777778,136.965555555556,51.1,2021,2021-03-28,87,Japan
Japan/Nagoya,35.1683333333333,136.964722222222,51.1,2021,2021-03-28,87,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1953,1953-04-12,102,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1954,1954-04-07,97,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1955,1955-04-07,97,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1956,1956-04-12,103,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1957,1957-04-16,106,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1958,1958-04-07,97,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1959,1959-03-31,90,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1960,1960-04-05,96,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1961,1961-04-13,103,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1962,1962-04-17,107,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1963,1963-04-14,104,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1964,1964-04-12,103,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1965,1965-04-20,110,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1966,1966-04-12,102,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1967,1967-04-14,104,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1968,1968-04-13,104,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1969,1969-04-13,103,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1970,1970-04-22,112,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1971,1971-04-12,102,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1972,1972-04-14,105,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1973,1973-04-10,100,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1974,1974-04-16,106,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1975,1975-04-14,104,Japan
Japan/Iida,35.5233333333333,137.8225,516.4,1976,1976-04-13,104,Japan
